standard_num,enterprise_name
GB/T 29910.1-2013,西南大学
NB/T 25034-2014,中广核工程有限公司
GB/T 39949.1-2021,江阴市洪腾机械有限公司
Q/BQB 500-2018,宝山钢铁股份有限公司
GB/T 41091-2021,广东强劲机电工程有限公司
GB/T 34626.1-2017,广东达志环保科技股份有限公司
GB/T 39100-2020,河北科技大学
T/CISA 028—2020,内蒙古包钢钢联股份有限公司
GB/T 41335-2022,上海材料研究所
T/CAB 0031—2018,北京臻成伟业标准化技术服务有限公司
T/CSEE 0041—2017,东方电气集团东方电机有限公司
GB/T 21099.3-2018,厦门安东电子有限公司
T/CEEIA 517—2021,江苏省产品质量监督检验研究院
T/CIAA 014—2021,北京崇高纳米科技有限公司
GB/T 29822-2013,东莞市优越检测技术服务有限公司
GB/T 21283.6-2015,成都盛帮密封件股份有限公司
T/SDZDH 003—2021,重庆川仪自动化股份有限公司
GB/T 31545-2015,华新水泥股份有限公司
Q/12-2016,浙江省方大标准信息有限公司
GB/T 39166-2020,上海材料研究所
T/CSCP 0007—2017,钢铁研究总院舟山海洋腐蚀研究所
T/CNCIA 01005—2018,中国涂料工业协会
GB/T 6730.60-2022,华唯金属矿产资源高效循环利用国家工程研究中心有限公司
GB/T 4336-2016,岛津企业管理(中国)有限公司
GB/T 38244-2019,芜湖赛宝机器人产业技术研究院有限公司
Q/BQB 665-2020,宝山钢铁股份有限公司
GB/T 9971-2017,鞍钢股份有限公司
T/CECS 10151—2021,自动转换开关电源技术(中国)有限公司(ASCO)
T/GDAQI 020—2022,中国质量认证中心华南实验室
GB/T 16507.6-2022,无锡华光环保能源集团股份有限公司
GB/T 39560.301-2020,宁波检验检疫科学技术研究院
GB/T 30822-2014,上海市机械制造工艺研究所有限公司
T/CAMDI 027—2019,宁波慈北医疗器械有限公司
GB/T 30245.1-2013,上海自动化仪表股份有限公司
GB/T 37122-2018,航天材料及工艺研究所
EJ/T 20188-2018,中核四川环保工程有限责任公司
T/GDES 52—2021,云南广联饮料有限公司
NB/T 20419-2017,中广核工程有限公司
T/CECS 10107—2020,上海市建筑科学研究院有限公司
T/CMA YJ051—2021,上海华东计量检测事务所
GB/T 15056-2017,江苏钢锐精密机械有限公司
T/SDZDH 001—2021,中国科学院沈阳自动化研究所
T/ZZB 0298—2017,浙江省标准化研究院
T/GMES 005—2018,国土资源部兰州矿产品监督检验中心
GB/T 40389-2021,西安瑞福莱钨钼有限公司
GB/Z 21099.6-2018,重庆市伟岸测器制造股份有限公司
NB/T 25016.11-2013,中广核工程有限公司
T/CSCP 0023—2017,北京科技大学
GB/T 40728-2021,华东理工大学
T/CBMCA 014—2020,北京新居卫士环保科技有限公司
GB/T 37400.10-2019,太原重工股份有限公司
GB/T 34580-2017,国网浙江省电力公司电力科学研究院
T/CECS 10151—2021,深圳市泰永电气科技有限公司
NB/T 20311-2014,中广核工程有限公司
T/CSTM 00762—2021,中实国金国际实验室能力验证有限公司
GB/T 16656.101-2010,北京航空航天大学
T/CAB 0143—2022,河南省产品质量安全应急服务中心
GB/T 38817-2020,新余钢铁股份有限公司
T/CSCP 0035.19—2017,钢铁研究总院青岛海洋腐蚀研究所
T/CPSS 1004—2020,南京灿能电力自动化股份有限公司
T/CWAN 0059—2021,中船黄埔文冲船舶有限公司
GB/T 19355.3-2016,江苏鑫隆线路器材有限公司
GB/T 41105.2-2021,丹东华日理学电气有限公司
T/QGCML 242—2021,兰州兰石重型装备股份有限公司
GB/T 40575-2021,江苏汇博机器人技术股份有限公司
T/SDPEA 0010—2018,山东耀能网络科技有限公司
GB/T 26484-2011,深圳市华测检测技术股份有限公司
GB/T 6730.56-2019,冶金工业标准信息研究院
T/CMCA 40017—2021,中冶焦耐(大连)工程技术有限公司
T/GDCDC 021—2022,广东蕾琪化妆品有限公司
GB/T 40793-2021,安徽大地熊新材料股份有限公司
GB/T 38238-2019,华中科技大学
QB/T 4849-2015,中国长城葡萄酒有限公司
GB/T 39733-2020,安徽长江钢铁股份有限公司
GB/T 18271.2-2017,重庆工业自动化仪表研究所
GB/T 40079-2021,上海美科阀门有限公司
GB/T 11835-2016,洛科威防火保温材料(广州)有限公司
GB/T 13825-2008,武汉材料保护研究所
GB/T 38843-2020,中国四联仪器仪表集团有限公司
GB/T 28907-2021,广西柳州钢铁集团有限公司
GB/T 40801-2021,中车青岛四方机车车辆股份有限公司
GB/T 3090-2020,浙江中达特钢股份有限公司
GB/T 18400.1-2010,沈机集团昆明机床股份有限公司
GB/T 37588-2019,国家石墨产品质量监督检验中心
GB/T 41477-2022,沈阳铸造研究所有限公司
GB/T 33770.6-2021,大连华信计算机技术股份有限公司
GB/T 15969.3-2017,杭州优稳自动化系统有限公司
GB/T 38820-2020,攀钢集团江油长城特殊钢有限公司
GB/T 20818.12-2020,天津大学
T/CESA 1146—2021,中国科学院信息工程研究所
Q/XHP002-2021,信和新材料股份有限公司
GB/T 38265.2-2019,深圳市唯特偶新材料股份有限公司
T/CECS 10117—2021,保定市银燕预应力工程有限公司
GB/T 40565.4-2021,宁波天祥新华液压有限公司
GB/T 37995-2019,南京利德东方橡塑科技有限公司
GB/T 38965-2020,中国船舶重工集团公司第七一一研究所
T/CBDA 26—2019,佳林建设有限公司
GB/T 31309-2020,钢铁研究总院
GB/T 37086-2018,大金空调(上海)有限公司
T/CSTM 00046.2—2018,中国科学院金属研究所
T/ZHCA 015—2022,杭州希科检测技术有限公司
T/CSTM 00120—2019,中国石化上海石油化工研究院
T/CNIA 0001—2018,山东南山铝业股份有限公司
NB/T 20294-2014,清华大学
T/SZS 4028—2020,广州市美驰化妆品有限公司
T/CNEA 006.2—2021,山东核电有限公司
T/CFA 030801-1-2016,中国铸造协会绿色铸造工作委员会
GB/T 24174-2022,一汽-大众汽车有限公司
T/CNEA 101.16—2021,上海核工程研究设计院有限公司
GB/T 39281-2020,宝鸡石油钢管有限责任公司(国家石油天然气管材工程技术研究中心)
GB/T 40014-2021,重庆德新机器人检测中心有限公司
GB/T 1728-2020,中海油常州涂料化工研究院有限公司
T/CSTM 00766—2021,中实国金国际实验室能力验证有限公司
GB/T 14099.7-2006,东方气轮机厂
GB/T 39888-2021,通标标准技术服务有限公司
GB/T 32076.7-2015,浙江烨凌实业有限公司
T/CSTM 00214—2020,常州超声电子有限公司
GB/T 6394-2017,冶金工业信息标准研究院
GB/T 17215.647-2021,宁波三星医疗电气股份有限公司
GB/T 41330-2022,金华水知音检测有限公司
T/SEESA 007—2022,上海建科环境技术有限公司
T/CISA 028—2020,安阳钢铁股份有限公司
GB/T 40685-2021,高新兴科技集团股份有限公司
GB/T 14318-2019,中核核电运行管理有限公司
GB/T 7964-2020,中南大学
T/STACAES 016—2021,长沙中联重科环境产业有限公司
T/CSTM 00043.6—2018,中国电器科学研究院有限公司
GB/T 33009.2-2016,北京匡恩网络科技有限责任公司
GB/T 39269-2020,国网河南省电力公司电力科学研究院
T/CNEA 102.4—2021,中广核工程有限公司
GB/T 20935.3-2018,钢铁研究总院
GB/T 29868-2020,加佳控股集团有限公司
T/CSTM 00538—2021,国家合成橡胶质量监督检验中心
GB/T 36016-2018,安徽蓝德集团股份有限公司
GB/T 40741-2021,上海中洲特种合金材料股份有限公司
HG/T 4339-2012,中海油常州涂料化工研究院
NB/T 20297-2014,苏州热工研究院有限公司
GB/T 27021.9-2021,中国合格评定国家认可中心
T/CIQA 17—2021,唐山同海净化设备有限公司
GB/T 41105.2-2021,康姆艾德机械设备(上海)有限公司
NB/T 20360-2015,上海核工程研究设计院
DA/T 72-2019,中广核工程有限公司
GB/T 27205-2019,北京中金国盛认证有限公司
T/CEC 387—2020,华润(江苏)电力销售有限公司
T/AIITRE 20002—2021,中国交通建设集团有限公司
GB/T 39956.1-2021,浙江亿日气动科技有限公司
GB/T 35772-2017,浙江邦德管业有限公司
T/CWAN 0006—2018,江苏九洲新材料科技有限公司
GB/T 39405-2020,南京市特种设备安全监督检验研究院
T/CWAN 0010—2018,天津大桥焊材集团有限公司
GB/T 36290.2-2018,成都纺织高等专科学校
DB14/T 2475—2022,太原龙城智讯停车资源管理有限公司
T/CERS 0009—2020,自然资源部海洋减灾中心
NB/T 20608-2021,中国核电工程有限公司
GB/T 24510-2017,鞍钢股份有限公司
GB/T 24131.1-2018,中国石油天然气股份有限公司大庆石化分公司
GB/T 39903-2021,北京睿思力行管理咨询中心
GB/T 23006-2022,中信重工机械股份有限公司
GB/T 36326-2018,云宏信息科技股份有限公司
GB/T 14058-2008,中国核动力研究设计院
GB/T 9065.3-2020,宁波海格威流体连接件有限公司
GB/T 26153.1-2010,北京机械工业自动化研究所
GB/T 24925-2019,永隆阀门有限公司
GB/T 27029-2022,深圳华测国际认证有限公司
T/CSTM 00043.2—2018,钢铁研究总院
GB/T 30648.1-2014,中海油常州涂料化工研究院有限公司
T/GDCDC 019—2021,北京金宏帆商贸有限责任公司
GB/T 38939-2020,冶金工业信息标准研究院
T/ZHCA 017—2022,珀莱雅化妆品股份有限公司
GB/T 3098.25-2020,眉山中车紧固件科技有限公司
T/CNEA 102.6—2021,哈尔滨焊接研究院有限公司
T/GDES 53—2021,广州王老吉大健康产业有限公司
GB/T 33381-2016,天津格特斯检测设备技术开发有限公司
GB/T 30555-2014,西安热工研究院有限公司
GB/T 32076.6-2015,山东高强紧固件有限公司
T/GIASCSE 0001—2022,广西华沃特生态肥业股份有限公司
JB/T 8601.2-2013,青海华鼎重型机床有限责任公司
GB/T 39804-2021,安捷伦科技(中国)有限公司
T/CEEA JC.002—2020,北京久其软件股份有限公司
GB/T 38720-2020,常州新区河海热处理工程有限公司
T/CSTM 00383—2021,首钢京唐钢铁联合有限责任公司
GB/T 35122-2017,清华大学
GB/T 10541-2013,河北宇通特种胶管有限公司
GB/T 29816-2013,北京瑞普三元仪表有限公司
GB/T 40801-2021,福建大威科技有限公司
YB/T 4947-2021,江苏沙钢集团淮钢特钢股份有限公司
T/CSCP 0035.7—2017,北京科技大学
T/SDZDH 002—2021,重庆仪表集团有限公司
GB 25520-2010,洛阳矿山机械工程设计研究院有限责任公司
T/CAMETA 40004—2021,苏州艾利特机器人有限公司
GB/T 32180.4-2015,中国电子技术标准化研究院
DB4403/T 194-2021,中航物业管理有限公司
T/BSRS 062—2021,生态环境部核与辐射安全中心
GB/T 37540-2019,南昌航空大学
GB/T 32076.2-2015,陕西海丰石油机械制造有限公司
T/CSAE 104—2019,PPG涂料(天津)有限公司
T/SZZX 001—2018,深圳市智能穿戴行业协会
NB/T 25058-2016,中广核核电运营有限公司
T/HAGI 003—2019,惠州市德尚乐器有限公司
GB/T 41105.1-2021,上海达铭科技有限公司
T/ZZB 2602—2021,南方电网综合能源股份有限公司
T/HNAQ 2—2021,郑州大学公共卫生学院
T/CSCP 0035.12—2017,首钢集团有限公司
GB/T 29618.306-2017,西南大学
GB/T 33943-2017,内蒙古金海新能源科技股份有限公司
GB/T 39630-2020,中关村汇智抗菌新材料产业技术创新联盟
GB/T 37588-2019,鞍山市科翔仪器仪表有限公司
GB/T 41196-2021,国信联合(北京)认证中心
GB/T 16507.3-2013,上海发电设备成套设计研究院
GB/T 36233-2018,武汉铁锚焊接材料股份有限公司
GB/T 27309-2014,方圆标志认证集团有限公司
GB/T 8196-2018,西安凯益金电子科技有限公司
T/CECS 10151—2021,中国电器工业协会
T/ZZB 1430—2019,钢铁研究总院
GB/T 16166-2013,中国核电工程有限公司
GB/T 21355-2022,中广核检测技术有限公司
NB/T 20007.49-2018,上海核工程研究设计院
T/SSEA 0118.3—2021,中国石油股份有限公司塔里木油田分公司
GB/T 3098.2-2015,海岩宇星螺帽有限责任公司
GB/T 41105.2-2021,航天智造(上海)科技有限责任公司
GB/T 9125.1-2020,中国石化工程建设有限公司
T/SLIA 001—2019,深圳市计量质量检测研究院
GB/T 34000-2016,中海工业有限公司
GB/T 18779.4-2020,北京时代之峰科技有限公司
GB/T 19769.2-2022,上海颢伟信息科技有限公司
GB/T 13697-2021,中核建中核燃料元件有限公司
GB/T 1226-2017,宁波江北兴达焊割减压仪表厂
GB/T 32180.4-2015,浪潮集团山东通用软件有限公司
GB/T 9094-2020,徐州徐工液压件有限公司
GB/T 39480-2020,昆山东岸海洋工程有限公司
T/CWAN 0046—2022,华北水利水电大学
GB/T 9444-2019,浙江英洛华装备制造有限公司
GB/T 38853-2020,西安宁康特数据服务有限公司
Q/TKY0738-2020,安徽天康(集团)股份有限公司
Q/TK3203-2019,安徽天康(集团)股份有限公司
T/CSTM 00046.9—2018,鞍山钢铁集团有限公司
T/SAPSFM 006—2022,深圳市升阳升人居环境服务有限公司
GB/T 39560.4-2021,中兴通讯股份有限公司
GB/T 23715-2009,长春试验机研究所有限公司
T/CEC 165.6—2018,济南博佳特物联科技有限公司
GB 20052-2020,江苏华鹏变压器有限公司
GB/T 1222-2016,大冶特殊钢股份有限公司
NB/T 20282-2014,中国核电工程有限公司
T/JSQA 038—2020,通标标准技术服务有限公司
YB/T 4941-2021,天津荣程联合钢铁集团有限公司
GB/T 33863.9-2021,青岛海尔工业智能研究院有限公司
T/CSCP 0035.2—2017,钢铁研究总院青岛海洋腐蚀研究所
GB/T 39430-2020,郑州高端装备与信息产业技术研究院有限公司
Q/CY 7-2017,重庆川仪自动化股份有限公司
T/CISA 071—2020,宝山钢铁股份有限公司
GB/T 12604.12-2021,中信戴卡股份有限公司
T/CESA 1141—2021,金蝶软件(中国)有限公司
GB/T 38936-2020,大冶特殊钢有限公司
GB/T 36290.1-2020,电子科技大学
T/CSTM 00120—2019,中国科学院北京综合研究中心
GB/T 31230.4-2014,北京和利时系统工程有限公司
T/CSEA 17—2021,上海安福隆涂复工业有限公司
GB/Z 34066-2017,西南电力研究院
GB/T 39404-2020,沈阳通用机器人技术股份有限公司
T/CES 100—2022,安徽华宇电缆集团有限公司
T/SCTA 008—2022,上海旋思科技有限公司
T/AIITRE 10003—2020,中国石油化工集团有限公司
GB/T 28907-2012,鞍钢股份有限公司
GB/T 36037-2018,四川大西洋焊接材料股份有限公司
T/CMCA 40017—2021,中冶建筑研究总院有限公司
GB/T 9125.2-2020,浙江舟山市正源标准件有限公司
GB/T 19902.6-2012,北京机械工业自动化研究所
GB/T 6036-2020,沈阳橡胶研究设计院有限公司
GB/T 39630-2020,通标标准技术服务有限公司
GB/T 3098.23-2020,浙江国检检测技术股份有限公司
T/BSRS 006—2019,福建福清核电有限公司
JB/T 10997-2010,沈阳重型机械集团有限公司
YB/T 4842-2020,东方电机有限公司
T/ZHCA 017—2022,禾美生物科技(浙江)有限公司
GB/T 15463-2018,圣华盾防护科技股份有限
GB/T 40807-2021,重庆机床集团有限公司
YB/T 4951-2021,河钢集团衡水板业有限公司
NB/T 20358.9-2015,中广核工程有限公司
GB/T 4989-2013,重庆材料研究院
GB/T 34641-2017,中国航天科技集团公司川南机械厂
T/SSEA 0132—2021,冶金工业规划研究院
Q/CY  430-2020,重庆川仪自动化股份有限公司
GB 14907-2018,广州督江防火材料有限公司
GB/T 12234-2019,良工阀门集团有限公司
GB/T 40786.2-2021,中国电子技术标准化研究院
GB/T 34109-2017,衡阳华菱钢管有限公司
T/ZHCA 006—2019,珀莱雅化妆品股份有限公司
GB/T 23938-2021,华测检测认证集团股份有限公司
T/AHDD 0006—2022,安徽电缆股份有限公司
GB/T 29868-2020,北极绒(上海)实业发展有限公司
YB/T 5137.1-2018,江阴兴澄特种钢铁有限公司
GB/T 9793-2012,武汉材料保护研究所
GB/T 38872-2020,中国检验认证集团湖北有限公司
GB/T 36381-2018,四川省中明环境治理有限公司
T/CNEA 104.4—2021,中国机械工业联合会
GB/T 13871.5-2015,揭阳市天诚密封件有限公司
T/ZZB 2249—2021,浙江省计量科学研究院
T/CWAN 0032—2021,哈尔滨工业大学
GB/T 36233-2018,哈尔滨焊接研究院有限公司
GB/T 30245.1-2013,深圳市华邦德科技有限公司
T/CSPSTC 66—2021,浙江中瑞建筑工程有限公司
GB/T 31212-2014,华中科技大学
T/CISA 003—2017,宝银特种钢管有限公司
Q/CY 438-2017,重庆川仪自动化股份有限公司
GB/T 32955-2016,宁波宝新不锈钢有限公司
T/ACRI 0009—2018,辽宁青花耐火材料股份有限公司
T/CSEA 17—2021,江苏博业实业投资有限公司
GB/T 38443-2019,湖北三环锻造有限公司
T/CPCIF 0115—2021,首钢京唐钢铁联合有限责任公司
T/CIAA 204—2020,广东雅洁五金有限公司
T/CFCA 0024—2021,宁波益富乐生物科技有限公司
GB/T 40014-2021,重庆鲁班机器人技术研究院有限公司
NB/T 20037.9-2018,中国核电工程有限公司
GB/T 38881-2020,中国特种设备检测研究院
DB50/T 1235-2022,重庆川仪自动化股份有限公司
GB/T 37669-2019,云南昆船智能装备有限公司
T/CIAA 008—2020,广东省微生物分析检测中心
GB/T 36018-2018,国家仪器仪表元器件质量监督检验中心
GB/T 38677-2020,厦门市计量检定测试院
NB/T 20345-2015,中国核工业二三建设有限公司
NB/T 25048-2016,中广核工程有限公司
T/CSEE 0042—2017,东芝水电设备(杭州)有限公司
GB/T 39283-2020,苏州博昇科技有限公司
T/CWAN 0025—2021,常熟市龙腾焊材科技有限公司
GB/T 38257-2019,清华大学
DB14/T 2475—2022,深圳市星龙检测有限公司
GB/T 19769.1-2022,马鞍山市奈特仪表科技有限公司
T/CSCP 0018—2017,武汉材料保护研究所
T/SSEA 0156.1—2021,南京钢铁股份有限公司
GB/T 40218-2021,公安部第三研究所
GB/T 37610-2019,山西太钢不锈钢钢管有限公司
GB/T 40729-2021,广东产品质量监督检验研究院
NB/T 25075-2017,中国能源建设集团东北电力第一工程有限公司
GB/T 34117-2017,东方电气(广州)重型机器有限公司
YB/T 4653-2018,上海城市建设研究院
GB/T 39402-2020,清能德创电气技术(北京)有限公司
GB/T 33863.8-2017,机械工业仪器仪表综合技术经济研究所
GB/T 39269-2020,深圳市中电电力技术股份有限公司
T/CSTM 00149—2021,中国化工信息中心有限公司
GB/T 36145-2018,宝钢建筑系统集成有限公司
T/CWAN 0043—2021,比亚迪汽车工业有限公司
T/QDAS 061—2021,青岛卓岩信息技术有限公司
T/SDL 3.1—2021,深圳供电局有限公司
T/ZSA 7—2020,中机研标准技术研究院(北京)有限公司
GB/T 24238-2017,天冿银龙预应力材料股份有限公司
T/STACAES 015—2021,长沙中联重科环境产业有限公司
NB/T 20010.5-2010,中核苏阀科技实业股份有限公司
GB/T 20818.21-2020,西安优控科技发展有限责任公司
T/NBHTA 003—2021,宁波中斌紧固件有限公司
YB/T 4204-2020,浙江德威不锈钢管业制造有限公司
GB/T 38678-2020,国电环境保护研究院
GB/T 12224-2015,安徽省屯溪高压阀门有限公司
GB/T 39117-2020,江苏极熵物联科技有限公司
T/CSEE 0014-2016,国网江苏省电力公司电力科学研究院
GB/T 38249-2019,西北大学
GB/T 36411-2018,雷尔达仪表有限公司
T/CAMT 11—2021,山西同元实业集团有限公司
YB/T 4868-2020,冶金工业信息标准研究院
YB/T 4740-2019,江苏利淮钢铁有限公司
T/CISA 002—2017,衡阳华菱钢管有限公司
T/CECS 10013—2019,北京格瑞高科科技股份有限公司
GB/T 39478-2020,深圳技术大学
T/CSTM 00223—2020,国恒信(常州)检测认证技术有限公司
GB/T 40730-2021,电子科技大学
T/SSIA 0001—2015,上海幻维数码创意科技有限公司等23家软件企业
YB/T 4732-2019,山西太钢不锈钢股份有限公司
JB/T 5063-2014,北京机械工业自动化研究所
GB/T 38890-2020,重庆德新机器人检测中心有限公司
GB/T 711-2017,重庆钢铁(集团)有限责任公司
GB/T 39814-2021,中国建筑材料科学研究总院有限公司
NB/T 20113-2012,中国核工业二三建设有限公司
T/CSTM 00043.6—2018,新疆吐鲁番自然环境试验研究中心
T/CSTM 00046.19—2018,钢铁研究总院
T/GERS 0010—2022,广州海关技术中心
GB/T 38843-2020,重庆信安网络安全等级测评有限公司
T/CSTM 00120—2019,苏州热工研究院有限公司
T/CSCP 0028—2017,北京科技大学
GB/T 24762-2009,深圳市计量质量检测研究院
GB/T 20818.21-2020,北京研华兴业电子科技有限公司
GB/T 12470-2018,昆山京群焊材科技有限公司
GB/T 18404-2001,重庆仪表材料研究所
GB/T 20818.12-2020,北碚区科盟仪表有限公司
T/ZSA 35—2021,中国交通建设集团有限公司
YB/T 4872-2020,北京国金衡信认证有限公司
Q/518057KD 001-2020,金蝶软件(中国)有限公司
T/ZZB 0988—2019,浙江国检检测技术股份有限公司(排名不分先后)
GB/T 26722-2022,山西工程职业学院
T/GDNB 99.3—2022,华测检测认证集团股份有限公司
GB/T 19672-2021,浙江金龙自控设备有限公司
GB/T 15242.1-2017,广州机械科学研究院有限公司
T/AIITRE 20001—2020,点亮智汇科技(北京)有限公司
GB/T 1227-2017,浙江普赛讯仪器仪表有限公司
NB/T 20277-2014,中国核电工程有限公司
GB/T 39475-2020,清华大学
GB/T 33423-2016,中蚀国际防腐技术研究院(北京)有限公司
GB/T 40211-2021,中国核电工程有限公司
T/CSTM 00223—2020,国家涂料质量监督检验中心
NB/T 20005.18-2018,中国核电工程有限公司
T/CAQI 158—2020,国测联盟(北京)大数据科学研究院
GB/T 39685-2020,中国航发沈阳黎明航空发动机有限责任公司
GB/T 34628-2017,洛阳LYC轴承有限公司
GB/T 41335-2022,无锡市产品质量监督检验院
GB/T 40212-2021,清华大学深圳国际研究生院
T/CWAN 0022—2021,重庆科技学院
YB/T 5359-2020,天津华源天伦绳业有限公司
GB/T 40335-2021,上海航天设备制造总厂有限公司
YB/T 4854-2020,鞍钢股份有限公司
GB/T 31545-2015,淮海中联水泥有限公司
GB/T 34195-2017,湖南华菱湘潭钢铁有限公司
T/CSTM 00046.13—2018,首钢集团有限公司
T/GDES 48—2021,河源市吉龙翔生物科技有限公司
T/CECS 465-2017,广东省建筑科学研究院集团股份有限公司
NB/T 20365-2015,苏州宝骅机械技术有限公司
T/CSTM 00765—2021,中实国金国际实验室能力验证有限公司
T/CWAN 0021—2021,重庆科技学院
GB/T 14041.3-2010,中国船舶重工集团公司第七○七研究所九江分部
T/CSAE 201—2021,东风汽车集团有限公司
T/CSTM 00155—2019,全国锅炉压力容器标准化委员会
GB/T 40559-2021,山东精工电子科技有限公司
GB/T 41157.2-2022,中机生产力促进中心
T/CSCP 0015—2017,新疆吐鲁番自然环境试验研究中心
T/SSIA 0002—2015,上海新致软件股份有限公司
GB/T 39117-2020,中国航空制造技术研究院
GB/T 17394.3-2012,金华金试试验机有限公司
GB/T 16507.1-2022,中国特种设备检测研究院
GB/T 8363-2018,深圳万测试验设备有限公司
T/CWAN 0060—2022,山东省平度市技师学院
T/BSRS 026—2020,北京市辐射安全研究会
Q/017-2018,巨力索具股份有限公司
T/ZHAA 1—2022,广东省增材制造协会
T/CAMETA 10003—2021,浙江月立电器有限公司
NB/T 20005.41-2018,上海核工程研究设计院
T/ZHAA 1—2022,华南理工大学
GB/T 26168.1-2018,河南恩湃高科集团有限公司
T/CECS 10117—2021,中国建筑技术集团有限公司
GB/T 33863.5-2017,机械工业仪器仪表综合技术经济研究所
GB/T 36074.3-2019,云南电网有限责任公司信息中心
T/CBMCA 014—2020,云南滇美环保科技有限公司
NB/T 20475-2017,中广核工程有限公司
T/CSCA 130002—2020,上海建科检验有限公司
GB/T 13448-2019,鞍钢股份有限公司
GB/T 10599-2010,上海冶金矿山机械厂
GB/T 22281.2-2011,清华大学
GB/T 35072-2018,中国石油天然气集团公司石油管工程技术研究院
GB/T 8110-2020,武汉铁锚焊接材料股份有限公司
GB/T 31230.1-2014,中科院(沈阳)自动化研究所
T/CIAA 203—2020,立邦涂料(中国)有限公司
GB/T 41157.4-2022,贵州航天精工制造有限公司
T/ZHCA 001—2018,欧诗漫生物股份有限公司
GB/T 38843-2020,天津大学
GB/T 21355-2022,江苏省特种设备安全监督检验研究院
GB/T 41274-2022,杭州优稳自动化系统有限公司
T/BSRS 047—2020,生态环境部核与辐射安全中心
GB/T 18115.1-2020,赣州晨光稀土新材料股份有限公司
GB/T 230.1-2018,首钢集团有限公司
GB/T 9948-2013,江苏武进不锈钢厂集团有限公司等
GB/T 41355-2022,深圳国技仪器有限公司
NB/T 20434-2017,中广核工程有限公司
GB/T 38560-2020,北京机械工业自动化研究所有限公司
XB/T 612.1-2019,赣州有色冶金研究所
GB/T 16507.6-2022,东方电气集团东方锅炉股份有限公司
T/CEEIA 472—2020,厦门航天思尔特机器人系统股份公司
YB/T 4939-2021,张家港荣盛特钢有限公司
T/HATSI 0005—2020,山西太钢不锈钢股份有限公司
T/CESA 1125—2020,联想(北京)有限公司
GB/T 34008-2017,上海核工程研究设计院
DB5115/T 33-2020,宜宾市生态环境局
GB/T 37190-2018,河北省盐山县电力管件有限公司
T/CWAN 0024—2020,深圳市麦格米特焊接技术有限公司
GB/T 6466-2008,镇江市中远电气有限公司
T/CAS ES381714001—2022,重庆川仪自动化股份有限公司
GB/T 32203-2015,横河电机(中国)有限公司
T/SDAPE 00005—2020,山东钢铁集团莱芜分公司
GB/T 38843-2020,上海万迅仪表有限公司
GB/T 35725-2017,四川大学
T/CEC 422—2020,中广核工程有限公司
T/CCFAGS 018—2020,家乐福(中国)管理咨询服务有限公司
GB/T 38839-2020,广州数控设备有限公司
T/QGCML 241—2021,上海蓝滨石化设备有限责任公司
GB/T 32076.10-2018,舟山市正源标准件有限公司
GB/T 40337-2021,上海正特焊接器材制造有限公司
GB/T 38681-2020,浙江青山钢管有限公司
T/CECS 10151—2021,维谛技术有限公司
GB/T 32180.3-2015,金蝶软件(中国)有限公司
GB/T 5267.2-2017,宁波九龙紧固件制造有限公司
T/CWAN 0024—2020,深圳市佳士科技股份有限公司
T/CSEE 0039—2017,中广核工程有限公司
NB/T 47019.1-2021,江苏冠邦钢管有限公司
GB/T 34564.1-2017,河冶科技股份有限公司
GB/T 18579-2019,江阴兴澄特种钢铁有限公司
GB/T 21099.3-2018,中国四联仪器仪表集团有限公司
T/CSTA 0010—2022,冶金工业规划研究院
GB/T 24001-2016,海尔集团
GB/T 30121-2013,中国计量科学研究院
GB/T 23901.3-2019,宁波市特种设备检验研究院
T/CSTM 00046.11—2018,南京钢铁股份有限公司
T/CEEIA 517—2021,杭州鸿雁电器有限公司
GB/T 16762-2020,昆山东岸海洋工程有限公司
T/BSRS 028—2020,福建福清核电有限公司
Q/CY 116-2017,重庆川仪自动化股份有限公司
YB/T 4977-2021,冶金工业信息标准研究院
T/CNIA 0001—2018,广东豪美新材股份有限公司
GB/T 23901.5-2019,中信戴卡股份有限公司
GB/T 30090-2013,重庆川仪十七厂有限公司
YB/T 4891.2-2021,宣化钢铁集团有限责任公司
T/HBMIA 4—2019,武安裕华钢铁有限公司
GB/T 33943-2017,国家工业建构筑物质量安全监督检验中心
GB/T 41355-2022,台州龙江化工机械科技有限公司
T/CNEA 101.14—2021,东方电气(广州)重型机器有限公司
NB/T 20418-2017,中广核核电运营有限公司
GB/T 16857.2-2017,福建莆田市智舟高新技术产业园有限公司
T/CWAN 0050—2021,哈尔滨焊接研究院有限公司
GB/T 38265.2-2019,亿铖达焊锡制造(昆山)有限公司
GB/T 16671-2018,上汽通用五菱汽车股份有限公司
T/CSCP 0007—2017,中国电器科学研究院有限公司
GB/T 31416-2015,北京碧海舟腐蚀防护工业股份有限公司
T/CSTA 0003—2020,冶金工业规划研究院
T/CAB 0030—2018,莱美科技股份有限公司
YB/T 4741-2019,中车戚墅堰机车车辆工艺研究所有限公司
T/CCFAGS 024—2021,通标标准技术服务有限公司
T/GDC 65—2020,华南理工大学
T/CWAN 0006—2018,四川西冶新材料股份有限公司
GB/T 35012-2018,舞阳钢铁有限责任公司
NB/T 20358.10-2015,中广核工程有限公司
GB/T 37718-2019,江苏济川创新传动机械研究院有限公司
T/CSTM 00042—2018,北京航空材料研究院
T/CATSI 05006—2021,中国石油化工股份有限公司
